General,number_of_battles,WAR,aWAR
Guipago,3,-2.144161069756982,-0.7147203565856607
Gul Hassan Khan,1,-0.932916071926446,-0.932916071926446
Gulab Mohanlal Hiranandani,1,0.9507035318387198,0.9507035318387198
Gunichi Mikawa,4,-2.193836826273385,-0.5484592065683462
Guo Daifeng,1,-1.0326091716176298,-1.0326091716176298
Guo Huai,2,-1.1791533143108979,-0.5895766571554489
Guo Kan,2,2.611218547084152,1.305609273542076
Guo Tu,1,-1.0136200097716899,-1.0136200097716899
Gurgen Dalibaltayan,1,0.9515662103580564,0.9515662103580564
Gustaf Wattrang,1,-1.0500257790189143,-1.0500257790189143
Gustaff Tungel,1,-1.0486233647743721,-1.0486233647743721
Gustav Anton von Wietersheim,1,-1.038938892232943,-1.038938892232943
Gustav Beyer,1,-1.0512818474328038,-1.0512818474328038
"Gustav Horn, Count of Pori",1,0.8502122955114977,0.8502122955114977
Gustav Scanzoni von Lichtenfels,1,0.9420719459211173,0.9420719459211173
Gustav-Adolf von Zangen,2,-0.06838288705688511,-0.034191443528442556
Gustavus Adolphus of Sweden,5,2.0959249849972803,0.41918499699945605
Gustavus Woodson Smith,2,-1.0810426447735426,-0.5405213223867713
Gusztáv Jány,1,-0.9030650400682227,-0.9030650400682227
Guthrum,1,-1.0484331566698821,-1.0484331566698821
"Guy Carleton, 1st Baron Dorchester",4,1.8115190407558015,0.4528797601889504
Guy Mollet,1,0.8711790750296089,0.8711790750296089
Guy Simonds,1,0.9325773649981475,0.9325773649981475
Guy of Lusignan,4,0.7818299601404981,0.19545749003512453
Guy of Namur,1,0.9446591475896345,0.9446591475896345
"Guy, Bastard of Flanders",1,-1.0484331566698821,-1.0484331566698821
Guyasuta,1,-1.0485458256968345,-1.0485458256968345
Gwak Jae-u,1,0.9535603888379108,0.9535603888379108
Gwenddoleu ap Ceidio,1,-1.0484331566698821,-1.0484331566698821
Gyebaek,1,-1.0468510430020845,-1.0468510430020845
Gylippus,1,0.951566843330118,0.951566843330118
Gyosaku Morozumi,1,-1.0161518980178152,-1.0161518980178152
Gyrth Godwinson,1,-1.0455850988790218,-1.0455850988790218
György Klapka,1,0.9476698952834983,0.9476698952834983
György Kmety,1,0.9458941305977324,0.9458941305977324
Gérard Leman,1,-1.0485117139774396,-1.0485117139774396
Géraud Duroc,1,0.9025111920754094,0.9025111920754094
"Géza, son of Géza II of Hungary",1,0.9461862643210709,0.9461862643210709
Gökböri,3,1.983385266117374,0.6611284220391247
Günther Blumentritt,1,-1.0459015849097875,-1.0459015849097875
Günther Lütjens,1,0.951278861842298,0.951278861842298
Günther von Kluge,2,0.08839671264176918,0.04419835632088459
H. Jones,1,0.9517849022053155,0.9517849022053155
H.M. Njoku,1,-1.0484331566698821,-1.0484331566698821
Haakon IV of Norway,1,-0.04843378964194358,-0.04843378964194358
Habib ibn Madhahir,1,-1.0483986596925285,-1.0483986596925285
Habis al-Majali,1,-1.029824094546892,-1.029824094546892
Habsburg Monarchy,1,0.9449203201980083,0.9449203201980083
Habte Giyorgis Dinagde,1,0.9135882031522077,0.9135882031522077
Hachiro Shoji,1,0.9388254360871544,0.9388254360871544
Hachisuka Iemasa,1,0.9588457055516975,0.9588457055516975
Hadadezer,1,0.09243041832705498,0.09243041832705498
Hadım Ali Pasha of Buda,1,-1.0603016993096253,-1.0603016993096253
Hadım Sinan Pasha,1,0.9452368062287739,0.9452368062287739
Hadım Suleiman Pasha (governor of Rumelia),2,-2.0683832035429157,-1.0341916017714579
Hafez al-Assad,2,-0.9262789783174945,-0.46313948915874725
Hafiz Osman Pasha,1,-1.0310267414638015,-1.0310267414638015
Hafız Ahmed Pasha,1,-1.0421037525405996,-1.0421037525405996
Haile Selassie,1,-1.0386224062021774,-1.0386224062021774
Haim Bar-Lev,2,1.7481903191149173,0.8740951595574586
Haim Nadel,1,0.9512500408133215,0.9512500408133215
Hajikano Den'emon,1,-1.0486550133774488,-1.0486550133774488
Hajikano Tadatsugu,1,-0.05476319377122607,-0.05476319377122607
Hal Moore,1,-0.05858098559981714,-0.05858098559981714
Halil Kut,2,-0.08104264477354262,-0.04052132238677131
Halil Sami Bey,3,2.8605868536765646,0.9535289512255215
Hamazasp Srvandztyan,1,-1.0476666897658138,-1.0476666897658138
Hamet Bey,1,0.950992610627559,0.950992610627559
Hamid Hassy,1,0.9465027503518366,0.9465027503518366
Hamid Karzai,1,0.9515488036263643,0.9515488036263643
Hamilcar,3,0.7740429934607975,0.2580143311535992
Hamilcar (Drepanum),2,-2.0397543031674923,-1.0198771515837461
Hamilcar Barca,2,1.8552351149823552,0.9276175574911776
Hamilcar I of Carthage,1,-0.953487663926214,-0.953487663926214
Hampsicora,1,-1.0684020322832541,-1.0684020322832541
Hamza ibn Abdul-Muttalib,2,0.9020254180917338,0.4510127090458669
Han Dang,1,0.9389070856134607,0.9389070856134607
Han Deqin,1,0.8724450191526716,0.8724450191526716
Han Fuju,1,0.8724450191526716,0.8724450191526716
Han Sui,1,-1.0167848700793465,-1.0167848700793465
Han Xianchu,1,1.0243583139201895,1.0243583139201895
Han Xin,4,1.565736723994445,0.39143418099861127
Hanawa Naoyuki,1,-1.0474840150636158,-1.0474840150636158
Hango (general),1,-1.0484331566698821,-1.0484331566698821
Hankyu Sasaki,1,-0.047572383393232116,-0.047572383393232116
Hanna Makdessi,1,0.9503005827210246,0.9503005827210246
Hanneken von Baumgarten,1,-1.0468510430020845,-1.0468510430020845
Hannibal,17,9.65707155233417,0.5680630324902453
Hannibal Gisco,3,-1.1136545428310543,-0.37121818094368475
Hannibal Mago,3,2.941586407408054,0.9805288024693514
Hanno the Elder,2,-2.08604312405964,-1.04302156202982
Hanno the Great,2,-2.046525887484762,-1.023262943742381
"Hanno, son of Bomilcar",1,0.8374319611744174,0.8374319611744174
"Hanno, son of Hannibal",2,-2.0450845195499037,-1.0225422597749518
Hans Christoff von Königsmarck,1,-0.05270603457124926,-0.05270603457124926
Hans Georg von Arnim-Boitzenburg,2,1.785924581628197,0.8929622908140985
Hans Graf von Sponeck,2,-0.021188854814223612,-0.010594427407111806
Hans Hartwig von Beseler,2,-0.09480978711184884,-0.04740489355592442
Hans Jauch,1,0.9493511246287275,0.9493511246287275
Hans Joachim von Zieten,2,-2.116805566250062,-1.058402783125031
Hans Jordan,1,-0.8503955801411557,-0.8503955801411557
Hans Kalm,1,0.9513503668850742,0.9513503668850742
Hans Kannengiesser,1,0.9594786776132287,0.9594786776132287
Hans Karl von Diebitsch,2,0.9296846969397022,0.4648423484698511
Hans Karl von Winterfeldt,1,-1.0525477915558665,-1.0525477915558665
Hans Kyff,1,-1.044578544016748,-1.044578544016748
Hans Langsdorff,1,-1.0485773056568073,-1.0485773056568073
Hans Putmans,1,-1.0400911881040287,-1.0400911881040287
Hans Waldmann (mayor),1,0.9594786776132287,0.9594786776132287
Hans von Hallwyl (1433–1504),1,0.9594786776132287,0.9594786776132287
Hans von Zwehl,1,0.9515662103580564,0.9515662103580564
Hans-Jürgen Stumpff,2,-0.4660686915323692,-0.2330343457661846
Hans-Valentin Hube,1,-1.1117306793090453,-1.1117306793090453
Hanut Singh Rathore,1,0.9501966126641601,0.9501966126641601
Hao Zhao,1,0.9512500408133215,0.9512500408133215
Harald Hardrada,3,-1.1477057133015576,-0.3825685711005192
Harald Öhquist,1,0.9515662103580564,0.9515662103580564
Harbaksh Singh,2,0.774266294579183,0.3871331472895915
Harith ibn Rab'i,1,0.9452368062287739,0.9452368062287739
"Harold Alexander, 1st Earl Alexander of Tunis",2,2.323621438090204,1.161810719045102
Harold Barrowclough,1,0.941438973859586,0.941438973859586
Harold Bridgwood Walker,1,0.9515662103580564,0.9515662103580564
Harold D. Harris,1,0.9365141347348415,0.9365141347348415
Harold Godwinson,2,-0.09876586249641961,-0.049382931248209805
Harpagus,3,-2.7671216089553825,-0.9223738696517941
Harry B. Liversedge,1,0.941438973859586,0.941438973859586
Harry Chauvel,3,2.6811240867970145,0.8937080289323381
Harry Crerar,1,0.9325773649981475,0.9325773649981475
Harry Schmidt (USMC),3,2.720108335468337,0.9067027784894456
Harry Smith (Australian soldier),1,0.9515323463527645,0.9515323463527645
Harry W. Hill,2,1.8863589775715635,0.9431794887857817
Harry Wickwire Foster,1,0.9059925384138318,0.9059925384138318
Harukichi Hyakutake,1,-1.036976678842196,-1.036976678842196
Harvey Brown (officer),1,0.9515475376822412,0.9515475376822412
Hasan Hafeez Ahmed,1,-0.932916071926446,-0.932916071926446
Hasan Pasha (Ottoman commander),1,0.9291635854702707,0.9291635854702707
Hasan Pasha (son of Barbarossa),1,-1.0484331566698821,-1.0484331566698821
Hasan Rami Pasha,1,0.908050782329653,0.908050782329653
Hasan Salama,1,-1.029824094546892,-1.029824094546892
Hasan Tahsin Pasha,3,-1.1819971746347893,-0.3939990582115964
Hasan ibn Ali,2,-0.1031963504411082,-0.0515981752205541
Hasan ibn al-Nu'man,1,0.9389070856134607,0.9389070856134607
Hasdrubal,2,-2.083449471834508,-1.041724735917254
Hasdrubal (quartermaster),1,0.8374319611744174,0.8374319611744174
Hasdrubal Barca,4,-2.3560286089998037,-0.5890071522499509
Hasdrubal Gisco,3,-1.2428731191271065,-0.4142910397090355
Hasdrubal the Bald,1,-1.0684020322832541,-1.0684020322832541
Hasdrubal the Boetharch,1,-0.9914439551298122,-0.9914439551298122
Hassan Bey,1,-1.0471675290328502,-1.0471675290328502
Hassan Dahir Aweys,2,-0.10003212310551302,-0.05001606155275651
Hassan ibn Muhanna,1,-1.0484331566698821,-1.0484331566698821
Hasso von Manteuffel,1,-1.0484331566698821,-1.0484331566698821
Hastein,1,-1.0484331566698821,-1.0484331566698821
Hattori Hanzō,2,-2.101297750742545,-1.0506488753712726
Hattori Kazutada,1,0.9523577419210013,0.9523577419210013
Hayao Tada,2,0.0677057896863189,0.03385289484315945
Hayk Bzhishkyan,1,-1.009822177402502,-1.009822177402502
Hayreddin Barbarossa,2,1.9555479072236512,0.9777739536118256
Hazrat Ali (Afghan politician),1,-1.0486391890759106,-1.0486391890759106
He Yingqin,3,-1.2234753638018243,-0.40782512126727477
"Hector Munro, 8th laird of Novar",1,0.9527112381458732,0.9527112381458732
Hector Roy Mackenzie,2,-0.10636184372082624,-0.05318092186041312
Hector Waller,1,-1.0488649706585964,-1.0488649706585964
Hegelochus of Macedon,1,0.8896866603956739,0.8896866603956739
Hegesandridas,1,0.9540984150902125,0.9540984150902125
Hein ter Poorten,1,-1.0592731197096368,-1.0592731197096368
Heinrich August de la Motte Fouqué,1,0.9477686944748992,0.9477686944748992
Heinrich Hentzi,1,-1.04998404387087,-1.04998404387087
Heinrich Ritter Falkenfeld von Kummer,1,-0.7477717439285333,-0.7477717439285333
Heinrich von Bellegarde,1,-1.0326091716176298,-1.0326091716176298
Heinrich von Breymann,1,-1.047990392712841,-1.047990392712841
Heinrich von Dampierre – Wikipedia,1,-1.0452686128482562,-1.0452686128482562
Heinrich von Manteuffel,1,-1.05666210995582,-1.05666210995582
Heinrich von Vietinghoff,1,-1.0484331566698821,-1.0484331566698821
Heinz Guderian,3,0.7489852206031965,0.2496617402010655
Heinz Reinefarth,1,0.9575797614286348,0.9575797614286348
Heisuke Yanagawa,1,0.9958622538043133,0.9958622538043133
Hellmuth Reymann,1,-0.805767809066341,-0.805767809066341
Helmuth Brinkmann,1,0.951278861842298,0.951278861842298
Helmuth Weidling,1,-0.805767809066341,-0.805767809066341
Helmuth von Moltke the Elder,3,0.7838421439270724,0.26128071464235747
Helmuth von Moltke the Younger,1,-0.5784517174689038,-0.5784517174689038
Heloris,1,-1.0430532106328965,-1.0430532106328965
Helü,1,0.9420719459211173,0.9420719459211173
"Hendrik Prinsloo, sr.",1,0.9539526180358406,0.9539526180358406
Hendrik van Haus,1,-1.048781607789755,-1.048781607789755
Hendrik van den Bergh (count),1,-0.9912375999628313,-0.9912375999628313
Hengist and Horsa,1,-0.04843378964194358,-0.04843378964194358
Henri Giraud,1,-1.1119206827280967,-1.1119206827280967
Henri Gouraud (general),4,1.267923052557926,0.3169807631394815
Henri Mathias Berthelot,1,0.571783289925292,0.571783289925292
Henri Putz,1,-0.04843378964194358,-0.04843378964194358
Henri Winkelman,4,-2.06919006188383,-0.5172975154709575
"Henri d'Orléans, Duke of Aumale",1,0.946492770622135,0.946492770622135
"Henri de Massue, Earl of Galway",1,0.9446038341672426,0.9446038341672426
Henri de Rigny,1,0.948402211824407,0.948402211824407
"Henri de la Tour d'Auvergne, Vicomte de Turenne",4,3.649662535205871,0.9124156338014677
Henrique Dias,1,0.9523893905240779,0.9523893905240779
Henry A. Wise,2,-0.09512627314261446,-0.04756313657130723
Henry Atkinson (soldier),1,0.9519779586840825,0.9519779586840825
Henry Bagenal,1,-1.0471675290328502,-1.0471675290328502
Henry Balfour (soldier),1,-1.0563456239250544,-1.0563456239250544
"Henry Beaufort, 3rd Duke of Somerset",4,-2.1875620985376902,-0.5468905246344226
Henry Bouquet,1,0.95172476985947,0.95172476985947
"Henry Bourchier, 2nd Earl of Essex",1,0.9610611077670571,0.9610611077670571
"Henry Clinton (British Army officer, born 1730)",5,3.7628393139427097,0.7525678627885419
Henry Dearborn,3,0.8599058324144421,0.2866352774714807
Henry Dodge,1,0.9519779586840825,0.9519779586840825
"Henry Dundas, 3rd Viscount Melville",1,0.951566843330118,0.951566843330118
Henry Eagle,1,-0.048721138157701925,-0.048721138157701925
"Henry FitzRoy, 1st Duke of Grafton",1,0.9506170687517902,0.9506170687517902
Henry Glass (admiral),1,0.9515662103580564,0.9515662103580564
Henry Halleck,2,1.855660149073325,0.9278300745366626
Henry Hamilton (governor),1,-1.0485252541048349,-1.0485252541048349
"Henry Hardinge, 1st Viscount Hardinge",3,2.863355468184852,0.954451822728284
Henry Harwood,1,0.9519980243467708,0.9519980243467708
Henry Hastings Sibley,3,2.8527474946944986,0.9509158315648328
Henry Havelock,1,-1.0509653614020382,-1.0509653614020382
Henry Hawley,1,-1.0506488753712724,-1.0506488753712724
Henry Heth,3,-0.13780254891286914,-0.04593418297095638
"Henry Holland, 3rd Duke of Exeter",2,-2.080251429696628,-1.040125714848314
Henry Hopkins Sibley,2,1.9047724513275406,0.9523862256637703
"Henry I, Duke of Brabant",1,-1.0318533105037042,-1.0318533105037042
"Henry I, Duke of Guise",1,0.9515662103580564,0.9515662103580564
Henry II of Castile,1,0.951566843330118,0.951566843330118
Henry II of France,1,-1.0610929143865393,-1.0610929143865393
Henry II of Jerusalem,1,-1.0318909469446018,-1.0318909469446018
Henry II the Pious,1,-1.0468510430020845,-1.0468510430020845
"Henry II, Holy Roman Emperor",1,-1.0520730625097179,-1.0520730625097179
Henry III of England,2,-2.0898093078257514,-1.0449046539128757
Henry III of France,3,-0.23832878571328223,-0.07944292857109407
Henry IV of England,1,0.9471357224133679,0.9471357224133679
Henry IV of France,2,1.8490447314344174,0.9245223657172087
"Henry IV, Holy Roman Emperor",1,0.9436543760749456,0.9436543760749456
Henry Ireton,1,0.8787194794209198,0.8787194794209198
Henry Johnson (American Revolutionary War),1,-1.0481961086328386,-1.0481961086328386
Henry Joy McCracken,1,-1.0496994172789755,-1.0496994172789755
Henry Kent Hewitt,1,0.7690069402594377,0.7690069402594377
Henry Knox,3,-0.16209935462123048,-0.054033118207076826
Henry Lee III,1,0.9514715810348575,0.9514715810348575
Henry Maitland Wilson,1,-0.8642100294814452,-0.8642100294814452
Henry Marchmore Shaw,1,-1.0474840150636158,-1.0474840150636158
Henry Montgomery Lawrence,2,-2.0995887261764103,-1.0497943630882052
Henry Mucci,1,0.9514399324317809,0.9514399324317809
Henry Osborn (Royal Navy officer),1,0.9494090393306689,0.9494090393306689
Henry Percy (Hotspur),3,-1.1387488421448584,-0.37958294738161946
"Henry Percy, 1st Earl of Northumberland",2,-0.0913281242873959,-0.04566406214369795
"Henry Percy, 2nd Earl of Northumberland",3,-3.1415025870985502,-1.0471675290328502
"Henry Percy, 3rd Earl of Northumberland",2,-0.09227789886572346,-0.04613894943286173
"Henry Percy, 4th Earl of Northumberland",2,-2.103038423911756,-1.051519211955878
Henry Procter (British Army officer),4,-2.1957584537624593,-0.5489396134406148
Henry Pulleine,1,-1.0490148579944294,-1.0490148579944294
Henry R. Jackson,1,-0.047863798300534624,-0.047863798300534624
"Henry Rawlinson, 1st Baron Rawlinson",8,4.612528416920329,0.5765660521150411
Henry T. Elrod,1,-1.050700703441165,-1.050700703441165
Henry V of England,2,1.8963286040267127,0.9481643020133563
"Henry V, Duke of Brunswick-Lüneburg",1,-1.0533390066327806,-1.0533390066327806
Henry VI of England,3,-1.144667447406207,-0.38155581580206904
"Henry VI, Count of Luxembourg",1,-1.077289588441917,-1.077289588441917
Henry VII of England,3,2.8626117313014032,0.954203910433801
Henry VIII of England,3,2.8388752789939784,0.9462917596646595
Henry Ware Lawton,5,3.754899293844373,0.7509798587688745
Henry Warner Slocum,1,-0.05665957806757392,-0.05665957806757392
Henry Washington Benham,1,-1.0505222809589663,-1.0505222809589663
"Henry Wilmot, 1st Earl of Rochester",2,0.886175023894183,0.4430875119470915
Henry de Beaumont,1,0.9522786204133099,0.9522786204133099
"Henry de Nassau, Lord Overkirk",2,1.8622014563146756,0.9311007281573378
"Henry de Percy, 2nd Baron Percy",1,0.953623686044064,0.953623686044064
Henry le Despenser,1,0.9515662103580564,0.9515662103580564
Henry of Flanders,1,0.9521994989056185,0.9521994989056185
"Henry of Grosmont, 1st Duke of Lancaster",1,0.9510917977979387,0.9510917977979387
Henry of Hradec,1,-1.0281384482681042,-1.0281384482681042
Henry of Nassau-Dillenburg,1,-1.3140094698666362,-1.3140094698666362
"Henry, Duke of Villena",1,-1.0429387444489548,-1.0429387444489548
Heo Uk,1,0.9506170687517902,0.9506170687517902
Hephaestion,5,4.522851578173891,0.9045703156347782
Heraclius,6,-1.2875948546152647,-0.21459914243587744
Heraclius II of Georgia,2,-0.09699850429975543,-0.048499252149877714
Herbert Alexander Lawrence,1,0.9471357224133679,0.9471357224133679
"Herbert Kitchener, 1st Earl Kitchener",3,0.6870252814326135,0.22900842714420452
"Herbert Plumer, 1st Viscount Plumer",2,0.37143620551583045,0.18571810275791523
Herennius Etruscus,1,-1.0484337896419436,-1.0484337896419436
Heribert of Cologne,1,-1.0520730625097179,-1.0520730625097179
Herman H. Hanneken,1,0.9365141347348415,0.9365141347348415
Herman Husband,1,-1.0478005010943814,-1.0478005010943814
Herman Willem Daendels,5,-1.276252911293026,-0.2552505822586052
Hermann Breith,1,-1.0871477046307716,-1.0871477046307716
Hermann Göring,2,-3.0392206051468014,-1.5196103025734007
Hermann Hoth,3,1.2636074725454058,0.4212024908484686
Hermann Kövess von Kövessháza,2,-1.8690087984611305,-0.9345043992305653
Hermann of Dorpat,1,-1.047610609475922,-1.047610609475922
Hermann von Eichhorn,1,0.9199179237675209,0.9199179237675209
